keyword	proto_id	path	depth	const_index	decoded
boss	5	0.4	1	4411	镜像复制(boss)
boss	5	0.4	1	4635	削法(BOSS)
怪物	5	0.4	1	4651	怪物无敌(时间控制180)
boss	5	0.4	1	4872	冻结(boss)
怪物	5	0.4	1	4909	100％闪避(怪物)
建筑	5	0.4	1	5003	1级 被攻击反弹防御*1的真实伤害，对魔免和建筑有效。\n2级 被攻击反弹防御*2的真实伤害，对魔免和建筑有效。\n3级 被攻击反弹防御*3的真实伤害，对魔免和建筑有效。\n4级 被攻击反弹防御*4的真实伤害，对魔免和建筑有效。
金币	5	0.4	1	5007	1级 击杀普通单位30％概率金币+80\n2级 击杀普通单位30％概率金币+120\n3级 击杀普通单位30％概率金币+160\n4级 击杀普通单位30％概率金币+200
金币	5	0.4	1	5008	杀死普通怪物时有一定概率额外获取金币。
怪物	5	0.4	1	5008	杀死普通怪物时有一定概率额外获取金币。
怪物	5	0.4	1	5024	扔出一根巨大的骨棒,造成单体伤害,使敌人晕眩2.5秒并把目标拉到自己周围，对逐鹿势力怪物不造成拉动效果
怪物	5	0.4	1	5233	怪物无敌(时间控制165)
怪物	5	0.4	1	5257	怪物无敌(时间控制155)
怪物	5	0.4	1	5265	怪物无敌(时间控制150)
AddCha	6	0.5	1	26	AreaEff_AddChance
boss	6	0.5	1	129	接受杀BOSS任务
建筑	6	0.5	1	1018	眩晕对机械和建筑无效
怪物	6	0.5	1	1362	魔抗+75(怪物)
boss	6	0.5	1	1941	剧毒兵<BOSS>
怪物	6	0.5	1	2153	副本怪物回血
怪物	6	0.5	1	2155	怪物无敌不动
VIP	7	0.6	1	53	vip_advantage
vip	7	0.6	1	53	vip_advantage
角色	7	0.6	1	610	佩带在身上时角色可以看到周围的隐身单位，死亡后直接掉落
boss	7	0.6	1	639	任务:击杀指定BOSS
boss	7	0.6	1	640	接受任务后,以下3种办法完成:\n--------------------------\n任务1：\n接受任务进入副本『蛮荒之地』\n击杀熊(王)，可获得2000金\n有几率获得任务道具〖混〗。\n任务2：\n接受任务在攻城BOSS里\n击杀九幽小魔王,获得2000金\n有几率获得任务道具〖沌〗。\n任务3：\n接受任务进入副本『逐鹿中原』\n击杀镇邪白虎,可获得2000金\n有几率获得任务道具〖锤〗。\n--------------------------\n获得任务道具概率＝15+战神等级*1
boss	7	0.6	1	662	接受任务在攻城BOSS里\n击杀九幽小魔王,获得2000金\n有几率获得任务道具〖沌〗。\n获得道具概率＝15+战神等级*1
角色	7	0.6	1	664	向国库上缴1000金，当国库总金数到达2万时，本方所有角色会被加持战神之力，勇猛无敌
金币	7	0.6	1	1063	贪吃的小老鼠,\n击杀任意单位额外增加20金币与10经验(金币和经验额外加成战神等级*1)。\n击杀一个怪物消耗一只。
怪物	7	0.6	1	1063	贪吃的小老鼠,\n击杀任意单位额外增加20金币与10经验(金币和经验额外加成战神等级*1)。\n击杀一个怪物消耗一只。
boss	7	0.6	1	1098	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+40％,吸血+10％\n血刃(被动)\n8％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有4％几率增加1点敏捷。\n-------------------\n当前武器等级:1级\n
boss	7	0.6	1	1100	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+50％,吸血+15％\n血刃(被动)\n10％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有5％几率增加1点敏捷。\n-------------------\n当前武器等级:2级\n\n
boss	7	0.6	1	1104	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+60％,吸血+20％\n血刃(被动)\n12％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有6％几率增加1点敏捷。\n-------------------\n当前武器等级:3级\n\n
boss	7	0.6	1	1107	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+70％,吸血+25％\n血刃(被动)\n14％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有7％几率增加1点敏捷。\n-------------------\n当前武器等级:4级\n\n\n
boss	7	0.6	1	1110	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+80％,吸血+30％\n血刃(被动)\n16％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有8％几率增加1点敏捷。\n-------------------\n当前武器等级:5级
boss	7	0.6	1	1114	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+90％,吸血+35％\n血刃(被动)\n18％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有9％几率增加1点敏捷。\n-------------------\n当前武器等级:6级\n
boss	7	0.6	1	1118	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n敏捷+100％,吸血+40％\n血刃(被动)\n20％几率造成敏捷*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人有10％几率增加1点敏捷。\n-------------------\n当前武器等级:终级\n\n
boss	7	0.6	1	1150	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+30％\n灵魂灼烧(被动):\n普通攻击40％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有4％几率增加1点全属性。\n-------------------\n当前武器等级:1级\n
boss	7	0.6	1	1153	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+35％\n灵魂灼烧(被动):\n普通攻击50％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有5％几率增加1点全属性。\n-------------------\n当前武器等级:2级\n
boss	7	0.6	1	1155	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+40％\n灵魂灼烧(被动):\n普通攻击60％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有6％几率增加1点全属性。\n-------------------\n当前武器等级:3级\n
boss	7	0.6	1	1158	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+45％\n灵魂灼烧(被动):\n普通攻击70％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有7％几率增加1点全属性。\n-------------------\n当前武器等级:4级\n
boss	7	0.6	1	1161	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+50％\n灵魂灼烧(被动):\n普通攻击80％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有8％几率增加1点全属性。\n-------------------\n当前武器等级:5级\n
boss	7	0.6	1	1164	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+55％\n灵魂灼烧(被动):\n普通攻击90％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有9％几率增加1点全属性。\n-------------------\n当前武器等级:6级\n
boss	7	0.6	1	1167	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n全属性+60％\n灵魂灼烧(被动):\n普通攻击100％概率减少敌人10％物理和魔法抗性，范围300，对魔免有效。\n灵魂吸收(被动):\n击杀敌人有10％几率增加1点全属性。\n-------------------\n当前武器等级:终级
怪物	7	0.6	1	1182	★曾经沧海难为水，除却巫山不是云\n十年星雨阁，漫漫人生路，曾经的你我都已成家，回忆如同昨日，我们无法回到过去，但这份情我依然想保留，送给你也送给我自己。\n附加属性：\n全属性+50％,移动速度+50\n似水(被动)：\n击杀单位20％概率回血，恢复量等于击杀怪物的最大生命值。\n年华(被动)：\n普通攻击每秒对敌人造成最大生命值1％的伤害，对魔免有效。\n\n
boss	7	0.6	1	1194	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+40％,防御+20\n灵魂吸收(被动):\n击杀敌人时有4％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:1级
boss	7	0.6	1	1196	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+50％,防御+25\n灵魂吸收(被动):\n击杀敌人时有5％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:2级
boss	7	0.6	1	1199	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+60％,防御+30\n灵魂吸收(被动):\n击杀敌人时有6％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:3级
boss	7	0.6	1	1202	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+70％,防御+35\n灵魂吸收(被动):\n击杀敌人时有7％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:4级
boss	7	0.6	1	1205	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+80％,防御+40\n灵魂吸收(被动):\n击杀敌人时有8％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:5级
boss	7	0.6	1	1208	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+90％,防御+45\n灵魂吸收(被动):\n击杀敌人时有9％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:6级
boss	7	0.6	1	1211	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n力量+100％,防御+50\n灵魂吸收(被动):\n击杀敌人时有10％几率增加1点力量。\n反弹伤害(主动):\n使用后英雄在5秒内不受伤害,并反弹自身力量*1的伤害,冷却15秒。\n-------------------\n当前武器等级:终级
怪物	7	0.6	1	1313	摄魂符:\n全属性+20\n掠夺(木):\n杀死怪物8％几率获得1木。
怪物	7	0.6	1	1431	经验:高\n金钱:低\n危险系数:无\n副本作用:\n杀死一个怪物获得大量经验。
金币	7	0.6	1	1436	经验:低\n金钱:中\n危险系数:低\n副本作用:\n攻击一次金球可获得60金币,40经验。
怪物	7	0.6	1	1523	危险系数：★★★\n介绍：\n十二星座，变幻无常，或生或死，自己选择。\n提示：\n副本怪物随着玩家的成长，而逐渐的增加属性。
怪物	7	0.6	1	1551	危险系数：★★★★★\n介绍：\n中原逐鹿之战后，遗留下来的战场遗迹，藏有无数珍宝，但也十分危险！\n提示：\n怪物异常凶猛,属性随玩家成长逐步增加。
boss	7	0.6	1	1679	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+40％,\n力量+40,\n敏捷+40,\n分裂+6％,\n灵魂吸收(被动):\n击杀敌人有3％几率增加1点攻击力。\n-------------------\n当前武器等级:1级
boss	7	0.6	1	1682	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+50％,\n力量+50,\n敏捷+50,\n分裂+10％,\n灵魂吸收(被动):\n击杀敌人5％几率增加1点攻击力。\n-------------------\n当前武器等级:2级
boss	7	0.6	1	1685	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+60％,\n力量+60,\n敏捷+60,\n分裂+14％,\n灵魂吸收(被动):\n击杀敌人7％几率增加1点攻击力。\n-------------------\n当前武器等级:3级
boss	7	0.6	1	1688	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+70％,\n力量+70,\n敏捷+70,\n分裂+18％,\n灵魂吸收(被动):\n击杀敌人9％几率增加1点攻击力。\n-------------------\n当前武器等级:4级
boss	7	0.6	1	1691	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+80％,\n力量+80,\n敏捷+80,\n分裂+22％,\n灵魂吸收(被动):\n击杀敌人11％几率增加1点攻击力。\n-------------------\n当前武器等级:5级
boss	7	0.6	1	1694	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+90％,\n力量+90,\n敏捷+90,\n分裂+26％,\n灵魂吸收(被动):\n击杀敌人13％几率增加1点攻击力。\n-------------------\n当前武器等级:6级
boss	7	0.6	1	1697	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n攻击力+100％,\n力量+100,\n敏捷+100,\n分裂+30％,\n灵魂吸收(被动):\n击杀敌人15％几率增加1点攻击力。\n-------------------\n当前武器等级:终极
boss	7	0.6	1	1702	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+40％,魔法回复+80\n天书(被动):\n8％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有4％几率增加1点智力。\n-------------------\n当前武器等级:1级
boss	7	0.6	1	1705	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+50％,魔法回复+100\n天书(被动):\n10％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有5％几率增加1点智力。\n-------------------\n当前武器等级:2级
boss	7	0.6	1	1708	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+60％,魔法回复+120\n天书(被动):\n12％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有6％几率增加1点智力。\n-------------------\n当前武器等级:3级
boss	7	0.6	1	1711	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+70％,魔法回复+140\n天书(被动):\n14％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有7％几率增加1点智力。\n-------------------\n当前武器等级:4级
boss	7	0.6	1	1714	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+80％,魔法回复+160\n天书(被动):\n16％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有8％几率增加1点智力。\n-------------------\n当前武器等级:5级
boss	7	0.6	1	1720	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+90％,魔法回复+180\n天书(被动):\n18％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有9％几率增加1点智力。\n-------------------\n当前武器等级:6级
boss	7	0.6	1	1723	装备介绍:\n一件威力巨大的兵器,根据它杀死的单位数量不断成长,击杀200个小兵或者10个BOSS提升1级,最高7级。\n附加属性:\n智力+100％,魔法回复+200\n天书(被动):\n20％几率造成智力*3的伤害,范围300,对魔免有效。\n灵魂吸收(被动):\n击杀敌人时有10％几率增加1点智力。\n-------------------\n当前武器等级:终级
boss	7	0.6	1	1740	危险系数：★★★\n介绍：\n传说为远古的部落酋长。\n三皇：伏羲、神农、女娲\n五帝：黄帝、太昊、颛顼、尧、舜\n提示：\n攻击三皇五帝NPC可自助刷怪，副本藏有隐藏BOSS。
刷怪	7	0.6	1	1740	危险系数：★★★\n介绍：\n传说为远古的部落酋长。\n三皇：伏羲、神农、女娲\n五帝：黄帝、太昊、颛顼、尧、舜\n提示：\n攻击三皇五帝NPC可自助刷怪，副本藏有隐藏BOSS。
NPC	7	0.6	1	1740	危险系数：★★★\n介绍：\n传说为远古的部落酋长。\n三皇：伏羲、神农、女娲\n五帝：黄帝、太昊、颛顼、尧、舜\n提示：\n攻击三皇五帝NPC可自助刷怪，副本藏有隐藏BOSS。
npc	7	0.6	1	1740	危险系数：★★★\n介绍：\n传说为远古的部落酋长。\n三皇：伏羲、神农、女娲\n五帝：黄帝、太昊、颛顼、尧、舜\n提示：\n攻击三皇五帝NPC可自助刷怪，副本藏有隐藏BOSS。
建筑	7	0.6	1	1806	购买后可以学习此技能\n1级 被攻击反弹防御*1的真实伤害，对魔免和建筑有效。\n2级 被攻击反弹防御*2的真实伤害，对魔免和建筑有效。\n3级 被攻击反弹防御*3的真实伤害，对魔免和建筑有效。\n4级 被攻击反弹防御*4的真实伤害，对魔免和建筑有效。\n
礼包	7	0.6	1	1864	『出生大礼包』
赞助	7	0.6	1	1875	增加2点基础射程\n(赞助大使才能购买)
赞助大使	7	0.6	1	1875	增加2点基础射程\n(赞助大使才能购买)
大使	7	0.6	1	1875	增加2点基础射程\n(赞助大使才能购买)
金币	7	0.6	1	1939	购买后可以学习此技能\n1级 击杀普通单位30％概率金币+80\n2级 击杀普通单位30％概率金币+120\n3级 击杀普通单位30％概率金币+160\n4级 击杀普通单位30％概率金币+200
金币	7	0.6	1	2011	价值不菲的哦，卖给商人能获得20000金币。
刷怪	7	0.6	1	2043	魔戒试炼：\n伟大的勇士请您点击使用此道具，相信你会成功的。\n〖提示〗如果携带此道具的人不去击杀，可以一直给别人刷怪。\n〖提示〗25％几率掉落特殊宝箱,最多同时存在1只。\n〖提示〗如果携带此道具的人击杀了怪物，那么任务结束，将获得至尊魔戒。\n【人生遇到困难并不可怕，可怕的是没有勇气去战胜困难】
怪物	7	0.6	1	2043	魔戒试炼：\n伟大的勇士请您点击使用此道具，相信你会成功的。\n〖提示〗如果携带此道具的人不去击杀，可以一直给别人刷怪。\n〖提示〗25％几率掉落特殊宝箱,最多同时存在1只。\n〖提示〗如果携带此道具的人击杀了怪物，那么任务结束，将获得至尊魔戒。\n【人生遇到困难并不可怕，可怕的是没有勇气去战胜困难】
怪物	7	0.6	1	2121	危险系数：★★★\n介绍：\n狼烟起铁马金戈，昔日英雄强大怨念，足以让人感到窒息。\n提示：\n八骑将与五子良将镇守，怪物属性随玩家成长逐步增加。
怪物	7	0.6	1	2125	危险系数：★★★★\n介绍：\n以刑天，蚩尤为首的十位上古魔神，每个都拥有强大的实力。\n提示：\n怪物异常凶猛,属性随玩家成长逐步增加。
怪物	7	0.6	1	2130	危险系数：★★★★\n介绍：\n三国时期谋士聚集之地，掉落各种法师装备。\n提示：\n副本内怪物拥有60％闪避，属性随玩家成长逐步增加。\n\n
怪物	7	0.6	1	2134	危险系数：★★★\n介绍：\n烽火连天战赤壁，逐鹿中原起硝烟\n提示：\n副本内怪物魔免，属性随玩家成长逐步增加。\n
物件	8	0.7	1	356	摆放物件
建筑	9	0.8	1	64	建筑爆炸
角色	9	0.8	1	224	极冻凝结角色命中
角色	9	0.8	1	227	极冻凝结角色持续
会员	11	0.10	1	187	会员功能面板
tab_GlobalMapInfo	13	0.12	1	0	tab_GlobalMapInfo
NPC	13	0.12	1	18	GM_dNpc_exp
npc	13	0.12	1	18	GM_dNpc_exp
NPC	13	0.12	1	26	GM_sNpc_exp
npc	13	0.12	1	26	GM_sNpc_exp
NPC	13	0.12	1	38	GM_nNpc_exp
npc	13	0.12	1	38	GM_nNpc_exp
tab_UserEvent	14	0.13	1	0	tab_UserEvent
tab_UserAction	15	0.14	1	0	tab_UserAction
tab_condition	16	0.15	1	0	tab_condition
tab_MapAttr	17	0.16	1	0	tab_MapAttr
tab_UserTrigger	25	0.24	1	0	tab_UserTrigger
建筑	30	0.29	1	1727	普通建筑
物件	30	0.29	1	1960	物件
建筑	30	0.29	1	2036	基础建筑一
建筑	30	0.29	1	2038	基础建筑二
map_init	32	0.31	1	1	map_init_0000
map_init	32	0.31	1	2	map_init_0004
map_init	34	0.31.1	2	6	g_map_init_0000
tab_cha	34	0.31.1	2	10	tab_cha
tab_sceneobj	34	0.31.1	2	14	tab_sceneobj
AddSceneObj	34	0.31.1	2	21	AddSceneObj
AddCha	34	0.31.1	2	22	AddCha
map_init	38	0.31.2	2	2	g_map_init_0000
tab_cha	38	0.31.2	2	4	tab_cha
tab_sceneobj	38	0.31.2	2	8	tab_sceneobj
